World Series,Team 1,Team 1 Pitchers,Team 1 Pitchers Links,Team 1 wins,Team 2,Team 2 Pitchers,Team 2 Pitchers Links,Team 2 wins,Links
2004 World Series,Boston Red Sox 2004 World Series Composite Pitching Statistics,['Bronson Arroyo\nAlan Embree\nKeith Foulke\nDerek Lowe\nPedro Martínez\nCurt Schilling\nMike Timlin\nTim Wakefield'],"[['https://www.baseball-almanac.com/players/player.php?p=arroybr01', 'https://www.baseball-almanac.com/players/player.php?p=embreal01', 'https://www.baseball-almanac.com/players/player.php?p=foulkke01', 'https://www.baseball-almanac.com/players/player.php?p=lowede01', 'https://www.baseball-almanac.com/players/player.php?p=martipe02', 'https://www.baseball-almanac.com/players/player.php?p=schilcu01', 'https://www.baseball-almanac.com/players/player.php?p=timlimi01', 'https://www.baseball-almanac.com/players/player.php?p=wakefti01']]",4,St. Louis Cardinals 2004 World Series Composite Pitching Statistics,['Kiko Calero\nCal Eldred\nDanny Haren\nJason Isringhausen\nRay King\nJason Marquis\nMatt Morris\nAl Reyes\nJeff Suppan\nJulián Tavárez\nWoody Williams'],"[['https://www.baseball-almanac.com/players/player.php?p=calerki01', 'https://www.baseball-almanac.com/players/player.php?p=eldreca01', 'https://www.baseball-almanac.com/players/player.php?p=harenda01', 'https://www.baseball-almanac.com/players/player.php?p=isrinja01', 'https://www.baseball-almanac.com/players/player.php?p=kingra01', 'https://www.baseball-almanac.com/players/player.php?p=marquja01', 'https://www.baseball-almanac.com/players/player.php?p=morrima01', 'https://www.baseball-almanac.com/players/player.php?p=reyesal01', 'https://www.baseball-almanac.com/players/player.php?p=suppaje01', 'https://www.baseball-almanac.com/players/player.php?p=tavarju01', 'https://www.baseball-almanac.com/players/player.php?p=williwo02']]",0,https://www.baseball-almanac.com/ws/yr2004ws.shtml
2005 World Series,Composite Pitching Statistics,['Mark Buehrle\nJose Contreras\nNeal Cotts\nFreddy Garcia\nJon Garland\nDustin Hermanson\nOrlando Hernandez\nBobby Jenks\nDamaso Marte\nCliff Politte\nLuis Vizcaino'],"[['https://www.baseball-almanac.com/players/player.php?p=buehrma01', 'https://www.baseball-almanac.com/players/player.php?p=contrjo01', 'https://www.baseball-almanac.com/players/player.php?p=cottsne01', 'https://www.baseball-almanac.com/players/player.php?p=garcifr02', 'https://www.baseball-almanac.com/players/player.php?p=garlajo01', 'https://www.baseball-almanac.com/players/player.php?p=hermadu01', 'https://www.baseball-almanac.com/players/player.php?p=hernaor01', 'https://www.baseball-almanac.com/players/player.php?p=jenksbo01', 'https://www.baseball-almanac.com/players/player.php?p=marteda01', 'https://www.baseball-almanac.com/players/player.php?p=politcl01', 'https://www.baseball-almanac.com/players/player.php?p=vizcalu01']]",4,Composite Pitching Statistics,['Ezequiel Astacio\nBrandon Backe\nRoger Clemens\nMike Gallo\nBrad Lidge\nRoy Oswalt\nAndy Pettitte\nChad Qualls\nWandy Rodriguez\nRuss Springer\nDan Wheeler'],"[['https://www.baseball-almanac.com/players/player.php?p=astacez01', 'https://www.baseball-almanac.com/players/player.php?p=backebr01', 'https://www.baseball-almanac.com/players/player.php?p=clemero02', 'https://www.baseball-almanac.com/players/player.php?p=gallomi01', 'https://www.baseball-almanac.com/players/player.php?p=lidgebr01', 'https://www.baseball-almanac.com/players/player.php?p=oswalro01', 'https://www.baseball-almanac.com/players/player.php?p=pettian01', 'https://www.baseball-almanac.com/players/player.php?p=quallch01', 'https://www.baseball-almanac.com/players/player.php?p=rodriwa01', 'https://www.baseball-almanac.com/players/player.php?p=sprinru01', 'https://www.baseball-almanac.com/players/player.php?p=wheelda01']]",0,https://www.baseball-almanac.com/ws/yr2005ws.shtml
2006 World Series,St. Louis Cardinals 2006 World Series Composite Pitching Statistics,['Chris Carpenter\nRandy Flores\nTyler Johnson\nJosh Kinney\nBraden Looper\nAnthony Reyes\nJeff Suppan\nBrad Thompson\nAdam Wainwright\nJeff Weaver'],"[['https://www.baseball-almanac.com/players/player.php?p=carpech01', 'https://www.baseball-almanac.com/players/player.php?p=florera01', 'https://www.baseball-almanac.com/players/player.php?p=johnsty01', 'https://www.baseball-almanac.com/players/player.php?p=kinnejo01', 'https://www.baseball-almanac.com/players/player.php?p=loopebr01', 'https://www.baseball-almanac.com/players/player.php?p=reyesan01', 'https://www.baseball-almanac.com/players/player.php?p=suppaje01', 'https://www.baseball-almanac.com/players/player.php?p=thompbr01', 'https://www.baseball-almanac.com/players/player.php?p=wainwad01', 'https://www.baseball-almanac.com/players/player.php?p=weaveje01']]",4,Detroit Tigers 2006 World Series Composite Pitching Statistics,['Jeremy Bonderman\nJason Grilli\nTodd Jones\nWilfredo Ledezma\nZach Miner\nNate Robertson\nFernando Rodney\nKenny Rogers\nJustin Verlander\nJamie Walker\nJoel Zumaya'],"[['https://www.baseball-almanac.com/players/player.php?p=bondeje01', 'https://www.baseball-almanac.com/players/player.php?p=grillja01', 'https://www.baseball-almanac.com/players/player.php?p=jonesto02', 'https://www.baseball-almanac.com/players/player.php?p=ledezwi01', 'https://www.baseball-almanac.com/players/player.php?p=minerza01', 'https://www.baseball-almanac.com/players/player.php?p=roberna01', 'https://www.baseball-almanac.com/players/player.php?p=rodnefe01', 'https://www.baseball-almanac.com/players/player.php?p=rogerke01', 'https://www.baseball-almanac.com/players/player.php?p=verlaju01', 'https://www.baseball-almanac.com/players/player.php?p=walkeja01', 'https://www.baseball-almanac.com/players/player.php?p=zumayjo01']]",1,https://www.baseball-almanac.com/ws/yr2006ws.shtml
2007 World Series,Composite Pitching Statistics,['Josh Beckett\nManny Delcarmen\nEric Gagne\nJon Lester\nJavier Lopez\nDaisuke Matsuzaka\nHideki Okajima\nJonathan Papelbon\nCurt Schilling\nMike Timlin'],"[['https://www.baseball-almanac.com/players/player.php?p=beckejo02', 'https://www.baseball-almanac.com/players/player.php?p=delcama01', 'https://www.baseball-almanac.com/players/player.php?p=gagneer01', 'https://www.baseball-almanac.com/players/player.php?p=lestejo01', 'https://www.baseball-almanac.com/players/player.php?p=lopezja02', 'https://www.baseball-almanac.com/players/player.php?p=matsuda01', 'https://www.baseball-almanac.com/players/player.php?p=okajihi01', 'https://www.baseball-almanac.com/players/player.php?p=papejo01', 'https://www.baseball-almanac.com/players/player.php?p=schilcu01', 'https://www.baseball-almanac.com/players/player.php?p=timlimi01']]",4,Composite Pitching Statistics,['Jeremy Affeldt\nAaron Cook\nManny Corpas\nJosh Fogg\nJeff Francis\nBrian Fuentes\nLaTroy Hawkins\nMatt Herges\nUbaldo Jimenez\nFranklin Morales\nRyan Speier'],"[['https://www.baseball-almanac.com/players/player.php?p=affelje01', 'https://www.baseball-almanac.com/players/player.php?p=cookaa01', 'https://www.baseball-almanac.com/players/player.php?p=corpama01', 'https://www.baseball-almanac.com/players/player.php?p=foggjo01', 'https://www.baseball-almanac.com/players/player.php?p=francje01', 'https://www.baseball-almanac.com/players/player.php?p=fuentbr01', 'https://www.baseball-almanac.com/players/player.php?p=hawkila01', 'https://www.baseball-almanac.com/players/player.php?p=hergema01', 'https://www.baseball-almanac.com/players/player.php?p=jimenub01', 'https://www.baseball-almanac.com/players/player.php?p=moralfr01', 'https://www.baseball-almanac.com/players/player.php?p=speiery01']]",0,https://www.baseball-almanac.com/ws/yr2007ws.shtml
2008 World Series,Philadelphia Phillies 2008 World Series Composite Pitching Statistics,['Joe Blanton\nChad Durbin\nScott Eyre\nCole Hamels\nBrad Lidge\nRyan Madson\nJamie Moyer\nBrett Myers\nJ.C. Romero'],"[['https://www.baseball-almanac.com/players/player.php?p=blantjo01', 'https://www.baseball-almanac.com/players/player.php?p=durbich01', 'https://www.baseball-almanac.com/players/player.php?p=eyresc01', 'https://www.baseball-almanac.com/players/player.php?p=hamelco01', 'https://www.baseball-almanac.com/players/player.php?p=lidgebr01', 'https://www.baseball-almanac.com/players/player.php?p=madsory01', 'https://www.baseball-almanac.com/players/player.php?p=moyerja01', 'https://www.baseball-almanac.com/players/player.php?p=myersbr01', 'https://www.baseball-almanac.com/players/player.php?p=romerj01']]",4,Tampa Bay Rays 2008 World Series Composite Pitching Statistics,['Grant Balfour\nChad Bradford\nMatt Garza\nJ.P. Howell\nEdwin Jackson\nScott Kazmir\nTrever Miller\nDavid Price\nJames Shields\nAndy Sonnanstine\nDan Wheeler'],"[['https://www.baseball-almanac.com/players/player.php?p=balfogr01', 'https://www.baseball-almanac.com/players/player.php?p=bradfch01', 'https://www.baseball-almanac.com/players/player.php?p=garzama01', 'https://www.baseball-almanac.com/players/player.php?p=howeljp01', 'https://www.baseball-almanac.com/players/player.php?p=jacksed01', 'https://www.baseball-almanac.com/players/player.php?p=kazmisc01', 'https://www.baseball-almanac.com/players/player.php?p=milletr02', 'https://www.baseball-almanac.com/players/player.php?p=priceda01', 'https://www.baseball-almanac.com/players/player.php?p=shielja02', 'https://www.baseball-almanac.com/players/player.php?p=sonnaan01', 'https://www.baseball-almanac.com/players/player.php?p=wheelda01']]",1,https://www.baseball-almanac.com/ws/yr2008ws.shtml
2009 World Series,New York Yankees 2009 World Series Composite Pitching Statistics,['Alfredo Aceves\nBrian Bruney\nA.J. Burnett\nJoba Chamberlain\nPhil Coke\nPhil Hughes\nDamaso Marte\nAndy Pettitte\nMariano Rivera\nDavid Robertson\nC.C. Sabathia'],"[['https://www.baseball-almanac.com/players/player.php?p=aceveal01', 'https://www.baseball-almanac.com/players/player.php?p=brunebr01', 'https://www.baseball-almanac.com/players/player.php?p=burneaj01', 'https://www.baseball-almanac.com/players/player.php?p=chambjo03', 'https://www.baseball-almanac.com/players/player.php?p=cokeph01', 'https://www.baseball-almanac.com/players/player.php?p=hugheph01', 'https://www.baseball-almanac.com/players/player.php?p=marteda01', 'https://www.baseball-almanac.com/players/player.php?p=pettian01', 'https://www.baseball-almanac.com/players/player.php?p=riverma01', 'https://www.baseball-almanac.com/players/player.php?p=roberda08', 'https://www.baseball-almanac.com/players/player.php?p=sabatcc01']]",4,Philadelphia Phillies 2009 World Series Composite Pitching Statistics,['Joe Blanton\nChad Durbin\nScott Eyre\nCole Hamels\nJ.A. Happ\nCliff Lee\nBrad Lidge\nRyan Madson\nPedro Martinez\nBrett Myers\nChan Ho Park'],"[['https://www.baseball-almanac.com/players/player.php?p=blantjo01', 'https://www.baseball-almanac.com/players/player.php?p=durbich01', 'https://www.baseball-almanac.com/players/player.php?p=eyresc01', 'https://www.baseball-almanac.com/players/player.php?p=hamelco01', 'https://www.baseball-almanac.com/players/player.php?p=happja01', 'https://www.baseball-almanac.com/players/player.php?p=leecl02', 'https://www.baseball-almanac.com/players/player.php?p=lidgebr01', 'https://www.baseball-almanac.com/players/player.php?p=madsory01', 'https://www.baseball-almanac.com/players/player.php?p=martipe02', 'https://www.baseball-almanac.com/players/player.php?p=myersbr01', 'https://www.baseball-almanac.com/players/player.php?p=parkch01']]",2,https://www.baseball-almanac.com/ws/yr2009ws.shtml
2010 World Series,San Francisco Giants 2010 World Series Composite Pitching Statistics,['Jeremy Affeldt\nMadison Bumgarner\nMatt Cain\nSantiago Casilla\nTim Lincecum\nJavier Lopez\nGuillermo Mota\nRamon Ramirez\nSergio Romo\nJonathan Sanchez\nBrian Wilson'],"[['https://www.baseball-almanac.com/players/player.php?p=affelje01', 'https://www.baseball-almanac.com/players/player.php?p=bumgama01', 'https://www.baseball-almanac.com/players/player.php?p=cainma01', 'https://www.baseball-almanac.com/players/player.php?p=casilsa01', 'https://www.baseball-almanac.com/players/player.php?p=linceti01', 'https://www.baseball-almanac.com/players/player.php?p=lopezja02', 'https://www.baseball-almanac.com/players/player.php?p=motagu01', 'https://www.baseball-almanac.com/players/player.php?p=ramirra02', 'https://www.baseball-almanac.com/players/player.php?p=romose01', 'https://www.baseball-almanac.com/players/player.php?p=sanchjo01', 'https://www.baseball-almanac.com/players/player.php?p=wilsobr01']]",4,Texas Rangers 2010 World Series Composite Pitching Statistics,"[""Neftali Feliz\nDerek Holland\nTommy Hunter\nMichael Kirkman\nCliff Lee\nColby Lewis\nMark Lowe\nDarren O'Day\nAlexi Ogando\nDarren Oliver\nC.J. Wilson""]","[['https://www.baseball-almanac.com/players/player.php?p=felizne01', 'https://www.baseball-almanac.com/players/player.php?p=hollade01', 'https://www.baseball-almanac.com/players/player.php?p=hunteto02', 'https://www.baseball-almanac.com/players/player.php?p=kirkmmi01', 'https://www.baseball-almanac.com/players/player.php?p=leecl02', 'https://www.baseball-almanac.com/players/player.php?p=lewisco01', 'https://www.baseball-almanac.com/players/player.php?p=lowema01', 'https://www.baseball-almanac.com/players/player.php?p=odayda01', 'https://www.baseball-almanac.com/players/player.php?p=ogandal01', 'https://www.baseball-almanac.com/players/player.php?p=oliveda02', 'https://www.baseball-almanac.com/players/player.php?p=wilsocj01']]",1,https://www.baseball-almanac.com/ws/yr2010ws.shtml
2011 World Series,St. Louis Cardinals 2011 World Series Composite Pitching Statistics,['Mitchell Boggs\nChris Carpenter\nOctavio Dotel\nJaime Garcia\nEdwin Jackson\nKyle Lohse\nLance Lynn\nJason Motte\nArthur Rhodes\nMarc Rzepczynski\nFernando Salas\nJake Westbrook'],"[['https://www.baseball-almanac.com/players/player.php?p=boggsmi01', 'https://www.baseball-almanac.com/players/player.php?p=carpech01', 'https://www.baseball-almanac.com/players/player.php?p=doteloc01', 'https://www.baseball-almanac.com/players/player.php?p=garcija01', 'https://www.baseball-almanac.com/players/player.php?p=jacksed01', 'https://www.baseball-almanac.com/players/player.php?p=lohseky01', 'https://www.baseball-almanac.com/players/player.php?p=lynnla01', 'https://www.baseball-almanac.com/players/player.php?p=motteja01', 'https://www.baseball-almanac.com/players/player.php?p=rhodear01', 'https://www.baseball-almanac.com/players/player.php?p=rzepcma01', 'https://www.baseball-almanac.com/players/player.php?p=salasfe01', 'https://www.baseball-almanac.com/players/player.php?p=westbja01']]",4,Texas Rangers 2011 World Series Composite Pitching Statistics,['Mike Adams\nScott Feldman\nNeftali Feliz\nMichael Gonzalez\nMatt Harrison\nDerek Holland\nColby Lewis\nMark Lowe\nAlexi Ogando\nDarren Oliver\nC.J. Wilson'],"[['https://www.baseball-almanac.com/players/player.php?p=adamsmi03', 'https://www.baseball-almanac.com/players/player.php?p=feldmsc01', 'https://www.baseball-almanac.com/players/player.php?p=feldmsc01', 'https://www.baseball-almanac.com/players/player.php?p=gonzami02', 'https://www.baseball-almanac.com/players/player.php?p=harrima01', 'https://www.baseball-almanac.com/players/player.php?p=hollade01', 'https://www.baseball-almanac.com/players/player.php?p=lewisco01', 'https://www.baseball-almanac.com/players/player.php?p=lowema01', 'https://www.baseball-almanac.com/players/player.php?p=ogandal01', 'https://www.baseball-almanac.com/players/player.php?p=oliveda02', 'https://www.baseball-almanac.com/players/player.php?p=wilsocj01']]",3,https://www.baseball-almanac.com/ws/yr2011ws.shtml
2012 World Series,San Francisco Giants 2012 World Series Composite Pitching Statistics,['Jeremy Affeldt\nMadison Bumgarner\nMatt Cain\nSantiago Casilla\nGeorge Kontos\nTim Lincecum\nJose Mijares\nSergio Romo\nRyan Vogelsong\nBarry Zito'],"[['https://www.baseball-almanac.com/players/player.php?p=affelje01', 'https://www.baseball-almanac.com/players/player.php?p=bumgama01', 'https://www.baseball-almanac.com/players/player.php?p=cainma01', 'https://www.baseball-almanac.com/players/player.php?p=casilsa01', 'https://www.baseball-almanac.com/players/player.php?p=kontoge01', 'https://www.baseball-almanac.com/players/player.php?p=linceti01', 'https://www.baseball-almanac.com/players/player.php?p=mijarjo01', 'https://www.baseball-almanac.com/players/player.php?p=romose01', 'https://www.baseball-almanac.com/players/player.php?p=vogelry01', 'https://www.baseball-almanac.com/players/player.php?p=zitoba01']]",4,Detroit Tigers 2012 World Series Composite Pitching Statistics,['Al Alburquerque\nJoaquin Benoit\nPhil Coke\nOctavio Dotel\nDoug Fister\nRick Porcello\nAnibal Sanchez\nMax Scherzer\nDrew Smyly\nJose Valverde\nJustin Verlander'],"[['https://www.baseball-almanac.com/players/player.php?p=albural01', 'https://www.baseball-almanac.com/players/player.php?p=benoijo01', 'https://www.baseball-almanac.com/players/player.php?p=cokeph01', 'https://www.baseball-almanac.com/players/player.php?p=doteloc01', 'https://www.baseball-almanac.com/players/player.php?p=fistedo01', 'https://www.baseball-almanac.com/players/player.php?p=porceri01', 'https://www.baseball-almanac.com/players/player.php?p=sanchan01', 'https://www.baseball-almanac.com/players/player.php?p=scherma01', 'https://www.baseball-almanac.com/players/player.php?p=smylydr01', 'https://www.baseball-almanac.com/players/player.php?p=valvejo01', 'https://www.baseball-almanac.com/players/player.php?p=verlaju01']]",0,https://www.baseball-almanac.com/ws/yr2012ws.shtml
2013 World Series,Boston Red Sox 2013 World Series Composite Pitching Statistics,['Craig Breslow\nClay Buchholz\nRyan Dempster\nFelix Doubront\nJohn Lackey\nJon Lester\nJake Peavy\nJunichi Tazawa\nKoji Uehara\nBrandon Workman'],"[['https://www.baseball-almanac.com/players/player.php?p=breslcr01', 'https://www.baseball-almanac.com/players/player.php?p=buchhcl01', 'https://www.baseball-almanac.com/players/player.php?p=dempsry01', 'https://www.baseball-almanac.com/players/player.php?p=doubrfe01', 'https://www.baseball-almanac.com/players/player.php?p=lackejo01', 'https://www.baseball-almanac.com/players/player.php?p=lestejo01', 'https://www.baseball-almanac.com/players/player.php?p=peavyja01', 'https://www.baseball-almanac.com/players/player.php?p=tazawju01', 'https://www.baseball-almanac.com/players/player.php?p=ueharko01', 'https://www.baseball-almanac.com/players/player.php?p=workmbr01']]",4,St. Louis Cardinals 2013 World Series Composite Pitching Statistics,['John Axford\nRandy Choate\nJoe Kelly\nLance Lynn\nSeth Maness\nCarlos Martinez\nTrevor Rosenthal\nKevin Siegrist\nMichael Wacha\nAdam Wainwright'],"[['https://www.baseball-almanac.com/players/player.php?p=axforjo01', 'https://www.baseball-almanac.com/players/player.php?p=choatra01', 'https://www.baseball-almanac.com/players/player.php?p=kellyjo05', 'https://www.baseball-almanac.com/players/player.php?p=lynnla01', 'https://www.baseball-almanac.com/players/player.php?p=manesse01', 'https://www.baseball-almanac.com/players/player.php?p=martica04', 'https://www.baseball-almanac.com/players/player.php?p=rosentr01', 'https://www.baseball-almanac.com/players/player.php?p=siegrke01', 'https://www.baseball-almanac.com/players/player.php?p=wachami01', 'https://www.baseball-almanac.com/players/player.php?p=wainwad01']]",2,https://www.baseball-almanac.com/ws/yr2013ws.shtml
2014 World Series,San Francisco Giants 2014 World Series Composite Pitching Statistics,['Jeremy Affeldt\nMadison Bumgarner\nSantiago Casilla\nTim Hudson\nTim Lincecum\nJavier Lopez\nJean Machi\nJake Peavy\nYusmeiro Petit\nSergio Romo\nHunter Strickland\nRyan Vogelsong'],"[['https://www.baseball-almanac.com/players/player.php?p=affelje01', 'https://www.baseball-almanac.com/players/player.php?p=bumgama01', 'https://www.baseball-almanac.com/players/player.php?p=casilsa01', 'https://www.baseball-almanac.com/players/player.php?p=hudsoti01', 'https://www.baseball-almanac.com/players/player.php?p=linceti01', 'https://www.baseball-almanac.com/players/player.php?p=lopezja02', 'https://www.baseball-almanac.com/players/player.php?p=machije01', 'https://www.baseball-almanac.com/players/player.php?p=peavyja01', 'https://www.baseball-almanac.com/players/player.php?p=petityu01', 'https://www.baseball-almanac.com/players/player.php?p=romose01', 'https://www.baseball-almanac.com/players/player.php?p=strichu01', 'https://www.baseball-almanac.com/players/player.php?p=vogelry01']]",4,Kansas City Royals 2014 World Series Composite Pitching Statistics,['Tim Collins\nWade Davis\nDanny Duffy\nBrandon Finnegan\nJason Frasor\nJeremy Guthrie\nKelvin Herrera\nGreg Holland\nJames Shields\nJason Vargas\nYordano Ventura'],"[['https://www.baseball-almanac.com/players/player.php?p=colliti01', 'https://www.baseball-almanac.com/players/player.php?p=daviswa01', 'https://www.baseball-almanac.com/players/player.php?p=duffyda01', 'https://www.baseball-almanac.com/players/player.php?p=finnebr01', 'https://www.baseball-almanac.com/players/player.php?p=frasoja01', 'https://www.baseball-almanac.com/players/player.php?p=guthrje01', 'https://www.baseball-almanac.com/players/player.php?p=herreke01', 'https://www.baseball-almanac.com/players/player.php?p=hollagr01', 'https://www.baseball-almanac.com/players/player.php?p=shielja02', 'https://www.baseball-almanac.com/players/player.php?p=vargaja01', 'https://www.baseball-almanac.com/players/player.php?p=ventuyo01']]",3,https://www.baseball-almanac.com/ws/yr2014ws.shtml
2015 World Series,Kansas City Royals 2015 World Series Composite Pitching Statistics,['Johnny Cueto\nWade Davis\nDanny Duffy\nKelvin Herrera\nLuke Hochevar\nRyan Madson\nKris Medlen\nFranklin Morales\nYordano Ventura\nEdinson Volquez\nChris Young'],"[['https://www.baseball-almanac.com/players/player.php?p=cuetojo01', 'https://www.baseball-almanac.com/players/player.php?p=daviswa01', 'https://www.baseball-almanac.com/players/player.php?p=duffyda01', 'https://www.baseball-almanac.com/players/player.php?p=herreke01', 'https://www.baseball-almanac.com/players/player.php?p=hochelu01', 'https://www.baseball-almanac.com/players/player.php?p=madsory01', 'https://www.baseball-almanac.com/players/player.php?p=medlikr01', 'https://www.baseball-almanac.com/players/player.php?p=moralfr01', 'https://www.baseball-almanac.com/players/player.php?p=ventuyo01', 'https://www.baseball-almanac.com/players/player.php?p=volqued01', 'https://www.baseball-almanac.com/players/player.php?p=youngch03']]",4,New York Mets 2015 World Series Composite Pitching Statistics,['Tyler Clippard\nBartolo Colon\nJacob deGrom\nJeurys Familia\nSean Gilmartin\nMatt Harvey\nSteven Matz\nJon Niese\nAddison Reed\nHansel Robles\nNoah Syndergaard'],"[['https://www.baseball-almanac.com/players/player.php?p=clippty01', 'https://www.baseball-almanac.com/players/player.php?p=colonba01', 'https://www.baseball-almanac.com/players/player.php?p=degroja01', 'https://www.baseball-almanac.com/players/player.php?p=familje01', 'https://www.baseball-almanac.com/players/player.php?p=gilmase01', 'https://www.baseball-almanac.com/players/player.php?p=harvema01', 'https://www.baseball-almanac.com/players/player.php?p=matzst01', 'https://www.baseball-almanac.com/players/player.php?p=niesejo01', 'https://www.baseball-almanac.com/players/player.php?p=reedad01', 'https://www.baseball-almanac.com/players/player.php?p=robleha01', 'https://www.baseball-almanac.com/players/player.php?p=syndeno01']]",1,https://www.baseball-almanac.com/ws/yr2015ws.shtml
2016 World Series,Chicago Cubs 2016 World Series Composite Pitching Statistics,"['Jake Arrieta\nAroldis Chapman\nCarl Edwards, Jr.\nJustin Grimm\nKyle Hendricks\nJohn Lackey\nJon Lester\nMike Montgomery\nHector Rondon\nPedro Strop\nTravis Wood']","[['https://www.baseball-almanac.com/players/player.php?p=arrieja01', 'https://www.baseball-almanac.com/players/player.php?p=chapmar01', 'https://www.baseball-almanac.com/players/player.php?p=edwarca01', 'https://www.baseball-almanac.com/players/player.php?p=grimmju01', 'https://www.baseball-almanac.com/players/player.php?p=hendrky01', 'https://www.baseball-almanac.com/players/player.php?p=lackejo01', 'https://www.baseball-almanac.com/players/player.php?p=lestejo01', 'https://www.baseball-almanac.com/players/player.php?p=montgmi01', 'https://www.baseball-almanac.com/players/player.php?p=rondohe01', 'https://www.baseball-almanac.com/players/player.php?p=stroppe01', 'https://www.baseball-almanac.com/players/player.php?p=woodtr01']]",4,Cleveland Indians 2016 World Series Composite Pitching Statistics,['Cody Allen\nTrevor Bauer\nMike Clevinger\nCorey Kluber\nJeff Manship\nZach McAllister\nAndrew Miller\nDan Otero\nDanny Salazar\nBryan Shaw\nJosh Tomlin'],"[['https://www.baseball-almanac.com/players/player.php?p=allenco01', 'https://www.baseball-almanac.com/players/player.php?p=bauertr01', 'https://www.baseball-almanac.com/players/player.php?p=clevimi01', 'https://www.baseball-almanac.com/players/player.php?p=klubeco01', 'https://www.baseball-almanac.com/players/player.php?p=manshje01', 'https://www.baseball-almanac.com/players/player.php?p=mcallza01', 'https://www.baseball-almanac.com/players/player.php?p=millean01', 'https://www.baseball-almanac.com/players/player.php?p=oteroda01', 'https://www.baseball-almanac.com/players/player.php?p=salazda01', 'https://www.baseball-almanac.com/players/player.php?p=shawbr01', 'https://www.baseball-almanac.com/players/player.php?p=tomlijo01']]",3,https://www.baseball-almanac.com/ws/yr2016ws.shtml
2017 World Series,Houston Astros 2017 World Series Composite Pitching Statistics,['Chris Devenski\nKen Giles\nLuke Gregerson\nWill Harris\nDallas Keuchel\nFrancisco Liriano\nLance McCullers\nCollin McHugh\nCharlie Morton\nJoe Musgrove\nBrad Peacock\nJustin Verlander'],"[['https://www.baseball-almanac.com/players/player.php?p=devench02', 'https://www.baseball-almanac.com/players/player.php?p=gileske01', 'https://www.baseball-almanac.com/players/player.php?p=gregelu01', 'https://www.baseball-almanac.com/players/player.php?p=harriwi02', 'https://www.baseball-almanac.com/players/player.php?p=keuchda01', 'https://www.baseball-almanac.com/players/player.php?p=liriafr01', 'https://www.baseball-almanac.com/players/player.php?p=mcculla01', 'https://www.baseball-almanac.com/players/player.php?p=mchugco01', 'https://www.baseball-almanac.com/players/player.php?p=mortoch02', 'https://www.baseball-almanac.com/players/player.php?p=musgrjo01', 'https://www.baseball-almanac.com/players/player.php?p=peacobr01', 'https://www.baseball-almanac.com/players/player.php?p=verlaju01']]",4,Los Angeles Dodgers 2017 World Series Composite Pitching Statistics,['Tony Cingrani\nYu Darvish\nJosh Fields\nRich Hill\nKenley Jansen\nClayton Kershaw\nKenta Maeda\nBrandon McCarthy\nBrandon Morrow\nRoss Stripling\nTony Watson\nAlex Wood'],"[['https://www.baseball-almanac.com/players/player.php?p=cingrto01', 'https://www.baseball-almanac.com/players/player.php?p=darviyu01', 'https://www.baseball-almanac.com/players/player.php?p=fieldjo03', 'https://www.baseball-almanac.com/players/player.php?p=hillri01', 'https://www.baseball-almanac.com/players/player.php?p=janseke01', 'https://www.baseball-almanac.com/players/player.php?p=kershcl01', 'https://www.baseball-almanac.com/players/player.php?p=maedake01', 'https://www.baseball-almanac.com/players/player.php?p=mccarbr01', 'https://www.baseball-almanac.com/players/player.php?p=morrobr01', 'https://www.baseball-almanac.com/players/player.php?p=stripro01', 'https://www.baseball-almanac.com/players/player.php?p=watsoto01', 'https://www.baseball-almanac.com/players/player.php?p=woodal01']]",3,https://www.baseball-almanac.com/ws/yr2017ws.shtml
