name,birthplace,birthdate,college,link,was_in_college
Mariano Rivera,Panama,1969-11-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=riverma01,False
Kenny Rogers,USA,1964-11-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=rogerke01,False
David Weathers,USA,1969-09-25,Motlow State Community College,https://www.baseball-almanac.com/players/player.php?p=weathda01,True
John Wetteland,USA,1966-08-21,College of San Mateo,https://www.baseball-almanac.com/players/player.php?p=wettejo01,True
Mike Bielecki,USA,1959-07-31,Loyola College in Maryland & Valencia Community College,https://www.baseball-almanac.com/players/player.php?p=bielemi01,True
Denny Neagle,USA,1968-09-13,University of Minnesota,https://www.baseball-almanac.com/players/player.php?p=neaglde01,True
Terrell Wade,USA,1973-01-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=wadete01,False
Antonio Alfonseca,Dominican Republic,1972-04-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=alfonan01,False
Kevin Brown,USA,1965-03-14,Georgia Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=brownke01,True
Dennis Cook,USA,1962-10-04,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=cookde01,True
Felix Heredia,Dominican Republic,1975-06-20,Escuela Dominical,https://www.baseball-almanac.com/players/player.php?p=heredfe01,True
Livan Hernandez,Cuba,1975-02-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=hernali01,False
Robb Nen,USA,1969-11-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=nenro01,False
Jay Powell,USA,1972-01-09,Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=powelja04,True
Tony Saunders,USA,1974-04-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=saundto01,False
Ed Vosberg,USA,1961-09-28,University of Arizona,https://www.baseball-almanac.com/players/player.php?p=vosbeed01,True
Brian Anderson,USA,1972-04-26,Wright State University,https://www.baseball-almanac.com/players/player.php?p=anderbr02,True
Michael Jackson,USA,1964-12-22,Hill Junior College,https://www.baseball-almanac.com/players/player.php?p=jacksmi02,True
Jeff Juden,USA,1971-01-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=judenje01,False
Alvin Morman,USA,1969-01-06,Wingate University,https://www.baseball-almanac.com/players/player.php?p=mormaal01,True
Chad Ogea,USA,1970-11-09,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=ogeach01,True
Jaret Wright,USA,1975-12-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=wrighja02,False
Orlando Hernandez,Cuba,1965-10-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=hernaor01,False
Ramiro Mendoza,Panama,1972-06-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=mendora01,False
Andy Ashby,USA,1967-07-11,Crowder College,https://www.baseball-almanac.com/players/player.php?p=ashbyan01,True
Joey Hamilton,USA,1970-09-09,Georgia Southern University,https://www.baseball-almanac.com/players/player.php?p=hamiljo02,True
Sterling Hitchcock,USA,1971-04-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=hitchst01,False
Trevor Hoffman,USA,1967-10-13,Cypress College & University of Arizona,https://www.baseball-almanac.com/players/player.php?p=hoffmtr01,True
Mark Langston,USA,1960-08-20,San Jose State University,https://www.baseball-almanac.com/players/player.php?p=langsma01,True
Dan Miceli,USA,1970-09-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=micelda01,False
Donne Wall,USA,1967-07-11,Jefferson College & University of Southwestern Louisiana,https://www.baseball-almanac.com/players/player.php?p=walldo01,True
Jason Grimsley,USA,1967-08-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=grimsja01,False
Kevin Mcglinchy,USA,1977-06-28,Central Florida Community College,https://www.baseball-almanac.com/players/player.php?p=mcglike01,True
Kevin Millwood,USA,1974-12-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=millwke01,False
Mike Remlinger,USA,1966-03-23,Dartmouth College,https://www.baseball-almanac.com/players/player.php?p=remlimi01,True
John Rocker,USA,1974-10-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=rockejo01,False
Russ Springer,USA,1968-11-07,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=sprinru01,True
Armando Benitez,Dominican Republic,1972-11-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=benitar01,False
John Franco,USA,1960-09-17,St. John's University,https://www.baseball-almanac.com/players/player.php?p=francjo01,True
Mike Hampton,USA,1972-09-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=hamptmi01,False
Bobby Jones,USA,1970-02-10,"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=jonesbo03,True
Rick Reed,USA,1964-08-16,Marshall University,https://www.baseball-almanac.com/players/player.php?p=reedri01,True
Glendon Rusch,USA,1974-11-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=ruschgl01,False
Turk Wendell,USA,1967-05-19,Quinnipiac College,https://www.baseball-almanac.com/players/player.php?p=wendetu01,True
Rick White,USA,1968-12-23,Paducah Junior College,https://www.baseball-almanac.com/players/player.php?p=whiteri01,True
Miguel Batista,Dominican Republic,1971-02-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=batismi01,False
Troy Brohawn,USA,1973-01-14,University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=brohatr01,True
Randy Johnson,USA,1963-09-10,University of Southern California,https://www.baseball-almanac.com/players/player.php?p=johnsra05,True
Byung-Hyun Kim,South Korea,1979-01-19,Sungkyunkwan University,https://www.baseball-almanac.com/players/player.php?p=kimby01,True
Albie Lopez,USA,1971-08-18,Mesa Community College,https://www.baseball-almanac.com/players/player.php?p=lopezal02,True
Mike Morgan,USA,1959-10-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=morgami01,False
Greg Swindell,USA,1965-01-02,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=swindgr01,True
Bobby Witt,USA,1964-05-11,University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=wittbo01,True
Randy Choate,USA,1975-09-05,Florida State University,https://www.baseball-almanac.com/players/player.php?p=choatra01,True
Mike Mussina,USA,1968-12-08,Stanford University,https://www.baseball-almanac.com/players/player.php?p=mussimi01,True
Jay Witasick,USA,1972-08-28,"  Brevard Community College & University of Maryland, Baltimore County",https://www.baseball-almanac.com/players/player.php?p=witasja01,True
Kevin Appier,USA,1967-12-06,Fresno Community College,https://www.baseball-almanac.com/players/player.php?p=appieke01,True
Brendan Donnelly,USA,1971-07-04,Mesa State College,https://www.baseball-almanac.com/players/player.php?p=donnebr01,True
John Lackey,USA,1978-10-23,University of Texas at Arlington & Grayson County College,https://www.baseball-almanac.com/players/player.php?p=lackejo01,True
Ramon Ortiz,Dominican Republic,1973-05-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=ortizra01,False
Troy Percival,USA,1969-08-09,"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=percitr01,True
Francisco Rodriguez,Venezuela,1982-01-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=rodrifr03,False
Scott Schoeneweis,USA,1973-10-02,Duke University,https://www.baseball-almanac.com/players/player.php?p=schoesc01,True
Scot Shields,USA,1975-07-22,Lincoln Memorial University,https://www.baseball-almanac.com/players/player.php?p=shielsc01,True
Jarrod Washburn,USA,1974-08-13,University of Wisconsin-Oshkosh,https://www.baseball-almanac.com/players/player.php?p=washbja01,True
Ben Weber,USA,1969-11-17,University of Houston,https://www.baseball-almanac.com/players/player.php?p=weberbe01,True
Scott Eyre,USA,1972-05-30,Southern Idaho Junior College,https://www.baseball-almanac.com/players/player.php?p=eyresc01,True
Aaron Fultz,USA,1973-09-04,North Florida Junior College,https://www.baseball-almanac.com/players/player.php?p=fultzaa01,True
Russ Ortiz,USA,1974-06-05,University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=ortizru01,True
Felix Rodriguez,Dominican Republic,1972-09-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=rodrife01,False
Kirk Rueter,USA,1970-12-01,Murray State University,https://www.baseball-almanac.com/players/player.php?p=rueteki01,True
Jason Schmidt,USA,1973-01-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=schmija01,False
Tim Worrell,USA,1967-07-05,Biola University,https://www.baseball-almanac.com/players/player.php?p=worreti01,True
Chad Zerbe,USA,1972-04-27,Hillsborough Community College,https://www.baseball-almanac.com/players/player.php?p=zerbech01,True
Josh Beckett,USA,1980-05-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=beckejo02,False
Chad Fox,USA,1970-09-03,Blinn College,https://www.baseball-almanac.com/players/player.php?p=foxch02,True
Rick Helling,USA,1970-12-15,Stanford University,https://www.baseball-almanac.com/players/player.php?p=helliri01,True
Braden Looper,USA,1974-10-28,Wichita State University,https://www.baseball-almanac.com/players/player.php?p=loopebr01,True
Carl Pavano,USA,1976-01-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=pavanca01,False
Brad Penny,USA,1978-05-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=pennybr01,False
Mark Redman,USA,1974-01-05,The Master's University & University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=redmama01,True
Ugueth Urbina,Venezuela,1974-02-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=urbinug01,False
Dontrelle Willis,USA,1982-01-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=willido03,False
Jose Contreras,Cuba,1971-12-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=contrjo01,False
Chris Hammond,USA,1966-01-21,University of Alabama at Birmingham,https://www.baseball-almanac.com/players/player.php?p=hammoch01,True
Jeff Weaver,USA,1976-08-22,"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=weaveje01,True
Bronson Arroyo,USA,1977-02-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=arroybr01,False
Keith Foulke,USA,1972-10-19,Galveston College & Lewis-Clark State College,https://www.baseball-almanac.com/players/player.php?p=foulkke01,True
Derek Lowe,USA,1973-06-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=lowede01,False
Pedro Martinez,Dominican Republic,1971-10-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=martipe02,False
Tim Wakefield,USA,1966-08-02,Florida Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=wakefti01,True
Kiko Calero,Puerto Rico,1975-01-09,Miami Dade Community College,https://www.baseball-almanac.com/players/player.php?p=calerki01,True
Cal Eldred,USA,1967-11-24,University of Iowa,https://www.baseball-almanac.com/players/player.php?p=eldreca01,True
Dan Haren,USA,1980-09-17,Pepperdine University,https://www.baseball-almanac.com/players/player.php?p=harenda01,True
Jason Isringhausen,USA,1972-09-07,Lewis-Clark Community College,https://www.baseball-almanac.com/players/player.php?p=isrinja01,True
Ray King,USA,1974-01-15,Lambuth University,https://www.baseball-almanac.com/players/player.php?p=kingra01,True
Jason Marquis,USA,1978-08-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=marquja01,False
Matt Morris,USA,1974-08-09,Seton Hall University,https://www.baseball-almanac.com/players/player.php?p=morrima01,True
Al Reyes,Dominican Republic,1971-04-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=reyesal01,False
Jeff Suppan,USA,1975-01-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=suppaje01,False
Woody Williams,USA,1966-08-19,University of Houston,https://www.baseball-almanac.com/players/player.php?p=williwo02,True
Mark Buehrle,USA,1979-03-23,Jefferson College,https://www.baseball-almanac.com/players/player.php?p=buehrma01,True
Neal Cotts,USA,1980-03-25,Illinois State University,https://www.baseball-almanac.com/players/player.php?p=cottsne01,True
Freddy Garcia,Venezuela,1976-10-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=garcifr02,False
Jon Garland,USA,1979-09-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=garlajo01,False
Dustin Hermanson,USA,1972-12-21,Kent State University,https://www.baseball-almanac.com/players/player.php?p=hermadu01,True
Bobby Jenks,USA,1981-03-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=jenksbo01,False
Damaso Marte,Dominican Republic,1975-02-14,Hutchinson Community College,https://www.baseball-almanac.com/players/player.php?p=marteda01,True
Cliff Politte,USA,1974-02-27,Jefferson College & University of Memphis,https://www.baseball-almanac.com/players/player.php?p=politcl01,True
Luis Vizcaino,Dominican Republic,1974-08-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=vizcalu01,False
Ezequiel Astacio,Dominican Republic,1979-11-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=astacez01,False
Brandon Backe,USA,1978-04-05,Galveston College,https://www.baseball-almanac.com/players/player.php?p=backebr01,True
Mike Gallo,USA,1977-04-02,"  LBCC & California State University, Long Beach",https://www.baseball-almanac.com/players/player.php?p=gallomi01,True
Brad Lidge,USA,1976-12-23,University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=lidgebr01,True
Roy Oswalt,USA,1977-08-29,Holmes Community College,https://www.baseball-almanac.com/players/player.php?p=oswalro01,True
Chad Qualls,USA,1978-08-17,"  University of Nevada, Reno",https://www.baseball-almanac.com/players/player.php?p=quallch01,True
Wandy Rodriguez,Dominican Republic,1979-01-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=rodriwa01,False
Dan Wheeler,USA,1977-12-10,Central Arizona College,https://www.baseball-almanac.com/players/player.php?p=wheelda01,True
Chris Carpenter,USA,1975-04-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=carpech01,False
Randy Flores,USA,1975-07-31,University of Southern California,https://www.baseball-almanac.com/players/player.php?p=florera01,True
Tyler Johnson,USA,1981-06-07,Moorpark Junior College,https://www.baseball-almanac.com/players/player.php?p=johnsty01,True
Josh Kinney,USA,1979-03-31,Quincy University,https://www.baseball-almanac.com/players/player.php?p=kinnejo01,True
Anthony Reyes,USA,1981-10-16,University of Southern California,https://www.baseball-almanac.com/players/player.php?p=reyesan01,True
Brad Thompson,USA,1982-01-31,Dixie State College of Utah,https://www.baseball-almanac.com/players/player.php?p=thompbr01,True
Adam Wainwright,USA,1981-08-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=wainwad01,False
Jeremy Bonderman,USA,1982-10-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=bondeje01,False
Jason Grilli,USA,1976-11-11,Seton Hall University,https://www.baseball-almanac.com/players/player.php?p=grillja01,True
Todd Jones,USA,1968-04-24,Jacksonville State University,https://www.baseball-almanac.com/players/player.php?p=jonesto02,True
Wilfredo Ledezma,Venezuela,1981-01-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=ledezwi01,False
Zach Miner,USA,1982-03-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=minerza01,False
Nate Robertson,USA,1977-09-03,Wichita State University,https://www.baseball-almanac.com/players/player.php?p=roberna01,True
Fernando Rodney,Dominican Republic,1977-03-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=rodnefe01,False
Justin Verlander,USA,1983-02-20,Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=verlaju01,True
Jamie Walker,USA,1971-07-01,Austin Peay State University,https://www.baseball-almanac.com/players/player.php?p=walkeja01,True
Joel Zumaya,USA,1984-11-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=zumayjo01,False
Manny Delcarmen,USA,1982-02-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=delcama01,False
Eric Gagne,Canada,1976-01-07,Seminole Junior College,https://www.baseball-almanac.com/players/player.php?p=gagneer01,True
Jon Lester,USA,1984-01-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=lestejo01,False
Javier Lopez,Puerto Rico,1977-07-11,University of Virginia,https://www.baseball-almanac.com/players/player.php?p=lopezja02,True
Daisuke Matsuzaka,Japan,1980-09-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=matsuda01,False
Hideki Okajima,Japan,1975-12-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=okajihi01,False
Jonathan Papelbon,USA,1980-11-23,Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=papejo01,True
Jeremy Affeldt,USA,1979-06-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=affelje01,False
Aaron Cook,USA,1979-02-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=cookaa01,False
Manuel Corpas,Panama,1982-12-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=corpama01,False
Josh Fogg,USA,1976-12-13,University of Florida,https://www.baseball-almanac.com/players/player.php?p=foggjo01,True
Jeff Francis,Canada,1981-01-08,University of British Columbia,https://www.baseball-almanac.com/players/player.php?p=francje01,True
Brian Fuentes,USA,1975-08-09,Merced College,https://www.baseball-almanac.com/players/player.php?p=fuentbr01,True
Latroy Hawkins,USA,1972-12-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=hawkila01,False
Matt Herges,USA,1970-04-01,Illinois State University,https://www.baseball-almanac.com/players/player.php?p=hergema01,True
Ubaldo Jimenez,Dominican Republic,1984-01-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=jimenub01,False
Franklin Morales,Venezuela,1986-01-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=moralfr01,False
Ryan Speier,USA,1979-07-24,Radford University,https://www.baseball-almanac.com/players/player.php?p=speiery01,True
Joe Blanton,USA,1980-12-11,University of Kentucky,https://www.baseball-almanac.com/players/player.php?p=blantjo01,True
Chad Durbin,USA,1977-12-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=durbich01,False
Cole Hamels,USA,1983-12-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=hamelco01,False
Ryan Madson,USA,1980-08-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=madsory01,False
Jamie Moyer,USA,1962-11-18,Saint Joseph's University,https://www.baseball-almanac.com/players/player.php?p=moyerja01,True
Brett Myers,USA,1980-08-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=myersbr01,False
J.C. Romero,Puerto Rico,1976-06-04,University of Mobile,https://www.baseball-almanac.com/players/player.php?p=romerj01,True
Grant Balfour,Australia,1977-12-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=balfogr01,False
Chad Bradford,USA,1974-09-14,University of Southern Mississippi,https://www.baseball-almanac.com/players/player.php?p=bradfch01,True
Matt Garza,USA,1983-11-26,"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=garzama01,True
J.P. Howell,USA,1983-04-25,Texas & USC,https://www.baseball-almanac.com/players/player.php?p=howeljp01,True
Edwin Jackson,Germany,1983-09-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=jacksed01,False
Scott Kazmir,USA,1984-01-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=kazmisc01,False
Trever Miller,USA,1973-05-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=milletr02,False
David Price,USA,1985-08-26,Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=priceda01,True
James Shields,USA,1981-12-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=shielja02,False
Andy Sonnanstine,USA,1983-03-18,Kent State University,https://www.baseball-almanac.com/players/player.php?p=sonnaan01,True
Alfredo Aceves,Mexico,1982-12-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=aceveal01,False
Brian Bruney,USA,1982-02-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=brunebr01,False
A.J. Burnett,USA,1977-01-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=burneaj01,False
Joba Chamberlain,USA,1985-09-23,University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=chambjo03,True
Phil Coke,USA,1982-07-19,San Joaquin Delta College,https://www.baseball-almanac.com/players/player.php?p=cokeph01,True
Phil Hughes,USA,1986-06-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=hugheph01,False
David Robertson,USA,1985-04-09,University of Alabama,https://www.baseball-almanac.com/players/player.php?p=roberda08,True
Cc Sabathia,USA,1980-07-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=sabatcc01,False
J.A. Happ,USA,1982-10-19,Northwestern University,https://www.baseball-almanac.com/players/player.php?p=happja01,True
Cliff Lee,USA,1978-08-30,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=leecl02,True
Chan Ho Park,South Korea,1973-06-30,Hanyang University,https://www.baseball-almanac.com/players/player.php?p=parkch01,True
Madison Bumgarner,USA,1989-08-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=bumgama01,False
Matt Cain,USA,1984-10-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=cainma01,False
Santiago Casilla,Dominican Republic,1980-07-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=casilsa01,False
Tim Lincecum,USA,1984-06-15,University of Washington,https://www.baseball-almanac.com/players/player.php?p=linceti01,True
Guillermo Mota,Dominican Republic,1973-07-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=motagu01,False
Ramon Ramirez,Dominican Republic,1981-08-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=ramirra02,False
Sergio Romo,USA,1983-03-04,Mesa State College,https://www.baseball-almanac.com/players/player.php?p=romose01,True
Jonathan Sanchez,Puerto Rico,1982-11-19,Ohio Dominican College,https://www.baseball-almanac.com/players/player.php?p=sanchjo01,True
Brian Wilson,USA,1982-03-16,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=wilsobr01,True
Neftalí Feliz,Dominican Republic,1988-05-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=felizne01,False
Derek Holland,USA,1986-10-09,Wallace State Community College (AL),https://www.baseball-almanac.com/players/player.php?p=hollade01,True
Tommy Hunter,USA,1986-07-03,University of Alabama,https://www.baseball-almanac.com/players/player.php?p=hunteto02,True
Michael Kirkman,USA,1986-09-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=kirkmmi01,False
Colby Lewis,USA,1979-08-02,"  Bakersfield College & California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=lewisco01,True
Mark Lowe,USA,1983-06-07,University of Texas at Arlington,https://www.baseball-almanac.com/players/player.php?p=lowema01,True
Darren O'Day,USA,1982-10-22,University of Florida,https://www.baseball-almanac.com/players/player.php?p=odayda01,True
Alexi Ogando,Dominican Republic,1983-10-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=ogandal01,False
Darren Oliver,USA,1970-10-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=oliveda02,False
C.J. Wilson,USA,1980-11-18,Loyola Marymount University,https://www.baseball-almanac.com/players/player.php?p=wilsocj01,True
Mitchell Boggs,USA,1984-02-15,University of Georgia,https://www.baseball-almanac.com/players/player.php?p=boggsmi01,True
Octavio Dotel,Dominican Republic,1973-11-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=doteloc01,False
Jaime Garcia,Mexico,1986-07-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=garcija01,False
Kyle Lohse,USA,1978-10-04,Butte Community College,https://www.baseball-almanac.com/players/player.php?p=lohseky01,True
Lance Lynn,USA,1987-05-12,University of Mississippi,https://www.baseball-almanac.com/players/player.php?p=lynnla01,True
Jason Motte,USA,1982-06-22,Iona College,https://www.baseball-almanac.com/players/player.php?p=motteja01,True
Arthur Rhodes,USA,1969-10-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=rhodear01,False
Marc Rzepczynski,USA,1985-08-29,"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=rzepcma01,True
Fernando Salas,Mexico,1985-05-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=salasfe01,False
Jake Westbrook,USA,1977-09-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=westbja01,False
Mike Adams,USA,1978-07-29,Texas A&M University-Kingsville,https://www.baseball-almanac.com/players/player.php?p=adamsmi03,True
Scott Feldman,USA,1983-02-07,College of San Mateo,https://www.baseball-almanac.com/players/player.php?p=feldmsc01,True
Michael Gonzalez,USA,1978-05-23,San Jacinto Junior College,https://www.baseball-almanac.com/players/player.php?p=gonzami02,True
Matt Harrison,USA,1985-09-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=harrima01,False
George Kontos,USA,1985-06-12,Northwestern University,https://www.baseball-almanac.com/players/player.php?p=kontoge01,True
Jose Mijares,Venezuela,1984-10-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=mijarjo01,False
Ryan Vogelsong,USA,1977-07-22,Kutztown University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=vogelry01,True
Barry Zito,USA,1978-05-13,"  UC Santa Barbara, Pierce College & USC",https://www.baseball-almanac.com/players/player.php?p=zitoba01,True
Al Alburquerque,Dominican Republic,1986-06-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=albural01,False
Joaquin Benoit,Dominican Republic,1977-07-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=benoijo01,False
Doug Fister,USA,1984-02-04,"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=fistedo01,True
Rick Porcello,USA,1988-12-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=porceri01,False
Aníbal Sánchez,Venezuela,1984-02-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=sanchan01,False
Max Scherzer,USA,1984-07-27,University of Missouri,https://www.baseball-almanac.com/players/player.php?p=scherma01,True
Drew Smyly,USA,1989-06-13,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=smylydr01,True
Jose Valverde,Dominican Republic,1978-03-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=valvejo01,False
Craig Breslow,USA,1980-08-08,Yale University,https://www.baseball-almanac.com/players/player.php?p=breslcr01,True
Clay Buchholz,USA,1984-08-14,Angelina Junior College,https://www.baseball-almanac.com/players/player.php?p=buchhcl01,True
Ryan Dempster,Canada,1977-05-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=dempsry01,False
Felix Doubront,Venezuela,1987-10-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=doubrfe01,False
Jake Peavy,USA,1981-05-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=peavyja01,False
Junichi Tazawa,Japan,1986-06-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=tazawju01,False
Koji Uehara,Japan,1975-04-03,Osaka University of Health and Sports Sciences,https://www.baseball-almanac.com/players/player.php?p=ueharko01,True
Brandon Workman,USA,1988-08-13,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=workmbr01,True
John Axford,Canada,1983-04-01,University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=axforjo01,True
Joe Kelly,USA,1988-06-09,"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=kellyjo05,True
Seth Maness,USA,1988-10-14,East Carolina University,https://www.baseball-almanac.com/players/player.php?p=manesse01,True
Carlos Martínez,Dominican Republic,1991-09-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=martica04,False
Trevor Rosenthal,USA,1990-05-29,Cowley County Community College,https://www.baseball-almanac.com/players/player.php?p=rosentr01,True
Kevin Siegrist,USA,1989-07-20,Palm Beach Community College (FL),https://www.baseball-almanac.com/players/player.php?p=siegrke01,True
Michael Wacha,USA,1991-07-01,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=wachami01,True
Tim Hudson,USA,1975-07-14,Auburn University,https://www.baseball-almanac.com/players/player.php?p=hudsoti01,True
Jean Machi,Venezuela,1982-02-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=machije01,False
Yusmeiro Petit,Venezuela,1984-11-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=petityu01,False
Hunter Strickland,USA,1988-09-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=strichu01,False
Tim Collins,USA,1989-08-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=colliti01,False
Wade Davis,USA,1985-09-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=daviswa01,False
